Date,Open,High,Low,Close,Adj Close,Volume
2017-03-14,4.400000,4.450000,4.290000,4.440000,3.735127,2058495
2017-03-15,4.410000,4.460000,4.385000,4.460000,3.751952,1472508
2017-03-16,4.470000,4.510000,4.450000,4.470000,3.760364,1171423
2017-03-17,4.460000,4.460000,4.390000,4.400000,3.701478,1140058
2017-03-20,4.400000,4.410000,4.345000,4.390000,3.693064,443265
2017-03-21,4.380000,4.500000,4.380000,4.500000,3.785601,673224
2017-03-22,4.500000,4.500000,4.330000,4.330000,3.642590,1161725
2017-03-23,4.350000,4.390000,4.330000,4.360000,3.667827,394561
2017-03-24,4.370000,4.410000,4.360000,4.400000,3.701478,446797
2017-03-27,4.390000,4.440000,4.370000,4.420000,3.718303,522628
2017-03-28,4.420000,4.500000,4.420000,4.490000,3.777189,480450
2017-03-29,4.490000,4.605000,4.480000,4.590000,3.861314,1180464
2017-03-30,4.610000,4.610000,4.500000,4.580000,3.852901,443031
2017-03-31,4.520000,4.560000,4.490000,4.530000,3.810839,530983
2017-04-03,4.520000,4.520000,4.380000,4.410000,3.709890,759192
2017-04-04,4.370000,4.410000,4.360000,4.360000,3.667827,339892
2017-04-05,4.360000,4.460000,4.350000,4.450000,3.743540,653907
2017-04-06,4.460000,4.460000,4.370000,4.380000,3.684653,318421
2017-04-07,4.360000,4.400000,4.260000,4.350000,3.659415,853571
2017-04-10,4.360000,4.410000,4.350000,4.360000,3.667827,349796
2017-04-11,4.350000,4.360000,4.220000,4.340000,3.651002,770994
2017-04-12,4.350000,4.380000,4.290000,4.330000,3.642590,1021047
2017-04-13,4.300000,4.360000,4.280000,4.330000,3.642590,428009
2017-04-18,4.390000,4.390000,4.310000,4.340000,3.651002,1104508
2017-04-19,4.340000,4.350000,4.280000,4.310000,3.625765,569250
2017-04-20,4.350000,4.350000,4.250000,4.300000,3.617353,340318
2017-04-21,4.250000,4.370000,4.250000,4.350000,3.659415,1087236
2017-04-24,4.410000,4.570000,4.410000,4.470000,3.760364,636660
2017-04-26,4.460000,4.510000,4.450000,4.490000,3.777189,567499
2017-04-27,4.490000,4.560000,4.460000,4.550000,3.827664,537570
2017-04-28,4.550000,4.550000,4.450000,4.460000,3.751952,325352
2017-05-01,4.460000,4.540000,4.460000,4.500000,3.785601,502888
2017-05-02,4.500000,4.560000,4.480000,4.560000,3.836076,463868
2017-05-03,4.550000,4.630000,4.490000,4.550000,3.827664,551827
2017-05-04,4.560000,4.590000,4.530000,4.560000,3.836076,342956
2017-05-05,4.540000,4.560000,4.460000,4.470000,3.760364,314137
2017-05-08,4.510000,4.630000,4.500000,4.620000,3.886551,554536
2017-05-09,4.570000,4.690000,4.570000,4.650000,3.911789,471123
2017-05-10,4.650000,4.650000,4.530000,4.550000,3.827664,491499
2017-05-11,4.650000,4.650000,4.590000,4.610000,3.878139,458482
2017-05-12,4.600000,4.630000,4.510000,4.510000,3.794015,256483
2017-05-15,4.500000,4.550000,4.490000,4.530000,3.810839,455439
2017-05-16,4.530000,4.540000,4.480000,4.530000,3.810839,366775
2017-05-17,4.450000,4.510000,4.370000,4.370000,3.676240,405944
2017-05-18,4.370000,4.440000,4.320000,4.420000,3.718303,584158
2017-05-19,4.350000,4.480000,4.350000,4.380000,3.684653,544349
2017-05-22,4.400000,4.490000,4.390000,4.480000,3.768777,632147
2017-05-23,4.470000,4.500000,4.430000,4.460000,3.751952,369077
2017-05-24,4.460000,4.500000,4.400000,4.470000,3.760364,388567
2017-05-25,4.470000,4.570000,4.410000,4.560000,3.836076,625918
2017-05-26,4.550000,4.550000,4.470000,4.470000,3.760364,322381
2017-05-29,4.460000,4.500000,4.370000,4.370000,3.676240,474950
2017-05-30,4.350000,4.390000,4.320000,4.370000,3.676240,493018
2017-05-31,4.400000,4.555000,4.370000,4.500000,3.785601,1209605
2017-06-01,4.490000,4.530000,4.480000,4.510000,3.794015,560710
2017-06-02,4.540000,4.540000,4.480000,4.480000,3.768777,667225
2017-06-05,4.510000,4.540000,4.425000,4.450000,3.743540,1033638
2017-06-06,4.420000,4.440000,4.260000,4.260000,3.583704,950094
2017-06-07,4.280000,4.330000,4.210000,4.210000,3.541641,1061410
2017-06-08,4.210000,4.280000,4.180000,4.200000,3.533228,979630
2017-06-09,4.200000,4.220000,4.120000,4.120000,3.465929,935345
2017-06-13,4.130000,4.190000,4.110000,4.140000,3.482754,1319350
2017-06-14,4.190000,4.200000,4.110000,4.130000,3.474342,904156
2017-06-15,4.100000,4.155000,3.990000,4.000000,3.364979,2229594
2017-06-16,4.020000,4.030000,3.970000,4.000000,3.364979,1483261
2017-06-19,4.000000,4.070000,3.940000,3.950000,3.322917,1974973
2017-06-20,3.980000,4.020000,3.955000,3.980000,3.348155,1235023
2017-06-21,3.970000,3.970000,3.860000,3.870000,3.255617,1414517
2017-06-22,3.880000,3.940000,3.880000,3.920000,3.297680,2147949
2017-06-23,3.910000,3.920000,3.760000,3.760000,3.163080,1681639
2017-06-26,3.800000,3.840000,3.790000,3.820000,3.213555,1200362
2017-06-27,3.820000,3.830000,3.780000,3.800000,3.196731,743011
2017-06-28,3.780000,3.790000,3.730000,3.760000,3.163080,1929598
2017-06-29,3.800000,3.840000,3.790000,3.830000,3.221968,977832
2017-06-30,3.830000,3.850000,3.790000,3.810000,3.205143,977702
2017-07-03,3.850000,3.920000,3.830000,3.870000,3.255617,1328566
2017-07-04,3.930000,3.980000,3.920000,3.940000,3.314505,1838793
2017-07-05,3.980000,3.980000,3.870000,3.920000,3.297680,1215975
2017-07-06,3.930000,3.930000,3.890000,3.890000,3.272443,952181
2017-07-07,3.870000,3.870000,3.620000,3.680000,3.095781,3692306
2017-07-10,3.710000,3.820000,3.710000,3.820000,3.213555,1697343
2017-07-11,3.830000,3.830000,3.785000,3.790000,3.188318,1597644
2017-07-12,3.800000,3.810000,3.730000,3.800000,3.196731,1319279
2017-07-13,3.820000,3.835000,3.780000,3.780000,3.179906,983411
2017-07-14,3.830000,3.840000,3.780000,3.840000,3.230380,530758
2017-07-17,3.860000,3.860000,3.820000,3.820000,3.213555,592062
2017-07-18,3.840000,3.850000,3.770000,3.770000,3.171493,605897
2017-07-19,3.780000,3.795000,3.740000,3.750000,3.154668,527645
2017-07-20,3.750000,3.770000,3.720000,3.730000,3.137843,639193
2017-07-21,3.760000,3.820000,3.750000,3.800000,3.196731,629066
2017-07-24,3.800000,3.800000,3.700000,3.730000,3.137843,501664
2017-07-25,3.730000,3.760000,3.710000,3.710000,3.121018,299168
2017-07-26,3.730000,3.780000,3.730000,3.770000,3.171493,509226
2017-07-27,3.780000,3.800000,3.760000,3.770000,3.171493,487442
2017-07-28,3.770000,3.770000,3.730000,3.750000,3.154668,708256
2017-07-31,3.750000,3.790000,3.740000,3.790000,3.188318,639245
2017-08-01,3.800000,3.810000,3.750000,3.810000,3.205143,585961
2017-08-02,3.820000,3.910000,3.790000,3.860000,3.247205,810064
2017-08-03,3.900000,3.900000,3.820000,3.850000,3.238792,764139
2017-08-04,3.860000,3.910000,3.860000,3.900000,3.280855,474558
2017-08-07,3.910000,3.930000,3.900000,3.910000,3.289268,529069
2017-08-08,3.920000,3.920000,3.860000,3.870000,3.255617,567161
2017-08-09,3.860000,3.890000,3.850000,3.870000,3.255617,293983
2017-08-10,3.870000,3.890000,3.840000,3.870000,3.255617,370713
2017-08-11,3.830000,3.900000,3.830000,3.870000,3.255617,627704
2017-08-14,3.870000,3.905000,3.870000,3.900000,3.280855,247841
2017-08-15,3.900000,3.920000,3.850000,3.870000,3.255617,409272
2017-08-16,3.870000,3.880000,3.760000,3.840000,3.230380,767987
2017-08-17,3.870000,3.900000,3.860000,3.900000,3.280855,756965
2017-08-18,3.880000,3.880000,3.830000,3.870000,3.255617,247900
2017-08-21,3.850000,3.870000,3.790000,3.800000,3.196731,565923
2017-08-22,3.820000,3.830000,3.750000,3.800000,3.196731,1591985
2017-08-23,3.920000,4.065000,3.900000,3.910000,3.289268,1759329
2017-08-24,3.950000,4.060000,3.925000,3.930000,3.306093,1110826
2017-08-25,3.960000,4.000000,3.930000,3.970000,3.339742,703581
2017-08-28,3.990000,3.990000,3.910000,3.910000,3.289268,809411
2017-08-29,3.900000,3.930000,3.880000,3.900000,3.280855,1044929
2017-08-30,3.920000,3.920000,3.770000,3.800000,3.196731,953254
2017-08-31,3.820000,3.935000,3.810000,3.890000,3.272443,913998
2017-09-01,3.900000,3.910000,3.860000,3.880000,3.264030,628251
2017-09-04,3.900000,3.930000,3.870000,3.890000,3.272443,379120
2017-09-05,3.900000,3.900000,3.810000,3.840000,3.230380,2055470
2017-09-06,3.850000,3.900000,3.810000,3.900000,3.280855,1141186
2017-09-07,3.920000,3.965000,3.910000,3.930000,3.306093,708801
2017-09-08,3.830000,3.830000,3.765000,3.820000,3.276076,720057
2017-09-11,3.850000,3.900000,3.840000,3.890000,3.336109,976388
2017-09-12,3.910000,3.910000,3.850000,3.870000,3.318956,575055
2017-09-13,3.840000,3.860000,3.830000,3.830000,3.284652,463127
2017-09-14,3.830000,3.850000,3.780000,3.830000,3.284652,592441
2017-09-15,3.810000,3.830000,3.770000,3.780000,3.241772,568380
2017-09-18,3.830000,3.870000,3.810000,3.810000,3.267500,692368
2017-09-19,3.820000,3.850000,3.790000,3.830000,3.284652,1219632
2017-09-20,3.850000,3.875000,3.820000,3.850000,3.301804,854931
2017-09-21,3.890000,3.940000,3.865000,3.940000,3.378989,1068307
2017-09-22,3.950000,3.960000,3.900000,3.940000,3.378989,424095
2017-09-25,3.950000,3.970000,3.910000,3.920000,3.361837,470255
2017-09-26,3.920000,3.930000,3.870000,3.880000,3.327533,372139
2017-09-27,3.880000,3.890000,3.830000,3.830000,3.284652,392864
2017-09-28,3.830000,3.840000,3.810000,3.830000,3.284652,340886
2017-09-29,3.830000,3.860000,3.820000,3.850000,3.301804,294623
2017-10-02,3.860000,3.930000,3.860000,3.900000,3.344685,188591
2017-10-03,3.900000,3.900000,3.830000,3.840000,3.293228,430333
2017-10-04,3.840000,3.840000,3.810000,3.810000,3.267500,336921
2017-10-05,3.820000,3.840000,3.810000,3.830000,3.284652,203253
2017-10-06,3.840000,3.870000,3.820000,3.870000,3.318956,265428
2017-10-09,3.900000,3.920000,3.850000,3.910000,3.353261,313512
2017-10-10,3.910000,3.960000,3.890000,3.930000,3.370413,489746
2017-10-11,3.930000,3.940000,3.900000,3.930000,3.370413,448351
2017-10-12,3.940000,3.945000,3.920000,3.930000,3.370413,394531
2017-10-13,3.930000,3.950000,3.910000,3.930000,3.370413,755531
2017-10-16,3.930000,3.970000,3.920000,3.960000,3.396142,612815
2017-10-17,3.970000,4.020000,3.960000,4.010000,3.439023,362945
2017-10-18,4.020000,4.050000,3.990000,3.990000,3.421870,370933
2017-10-19,4.000000,4.000000,3.950000,3.950000,3.387566,449535
2017-10-20,3.960000,4.090000,3.950000,4.090000,3.507631,750590
2017-10-23,4.100000,4.220000,4.100000,4.200000,3.601968,957845
2017-10-24,4.200000,4.200000,4.150000,4.160000,3.567664,641668
2017-10-25,4.180000,4.200000,4.110000,4.180000,3.584816,616491
2017-10-26,4.180000,4.205000,4.150000,4.180000,3.584816,492370
2017-10-27,4.190000,4.190000,4.100000,4.150000,3.559088,311717
2017-10-30,4.160000,4.200000,4.130000,4.200000,3.601968,518118
2017-10-31,4.200000,4.250000,4.190000,4.210000,3.610545,436286
2017-11-01,4.220000,4.250000,4.200000,4.230000,3.627696,409722
2017-11-02,4.230000,4.240000,4.210000,4.220000,3.619120,400959
2017-11-03,4.220000,4.250000,4.200000,4.220000,3.619120,402280
2017-11-06,4.220000,4.360000,4.220000,4.360000,3.739186,528468
2017-11-07,4.360000,4.370000,4.310000,4.340000,3.722034,341604
2017-11-08,4.330000,4.330000,4.250000,4.260000,3.653426,421127
2017-11-09,4.280000,4.330000,4.220000,4.220000,3.619120,655239
2017-11-10,4.250000,4.310000,4.205000,4.310000,3.696306,407267
2017-11-13,4.370000,4.370000,4.290000,4.300000,3.687730,322035
2017-11-14,4.320000,4.320000,4.240000,4.260000,3.653426,200548
2017-11-15,4.260000,4.280000,4.230000,4.230000,3.627696,221418
2017-11-16,4.210000,4.260000,4.190000,4.190000,3.593392,468750
2017-11-17,4.220000,4.220000,4.110000,4.130000,3.541936,551965
2017-11-20,4.110000,4.120000,4.020000,4.040000,3.464751,584230
2017-11-21,4.050000,4.050000,4.010000,4.030000,3.456175,471591
2017-11-22,4.040000,4.060000,4.020000,4.050000,3.473327,535914
2017-11-23,4.070000,4.140000,4.050000,4.120000,3.533359,441103
2017-11-24,4.120000,4.120000,4.070000,4.080000,3.499055,602600
2017-11-27,4.080000,4.100000,4.050000,4.080000,3.499055,316611
2017-11-28,4.090000,4.090000,4.000000,4.020000,3.447598,523504
2017-11-29,4.010000,4.020000,3.950000,3.970000,3.404718,1151116
2017-11-30,3.970000,4.010000,3.950000,3.990000,3.421870,1018680
2017-12-01,4.020000,4.020000,3.960000,4.000000,3.430446,364294
2017-12-04,4.020000,4.020000,3.950000,3.950000,3.387566,377798
2017-12-05,3.950000,3.970000,3.940000,3.950000,3.387566,443016
2017-12-06,3.940000,3.940000,3.850000,3.850000,3.301804,663947
2017-12-07,3.800000,3.800000,3.450000,3.600000,3.087401,5885228
